,predictions,labels,generation
19,0,0,"[INST] <<SYS>>

<</SYS>>

  L'école donne des cours de français. [/INST] 0"
20,0,0,"[INST] <<SYS>>

<</SYS>>

  J'habite à Rouen mais je travaille à Paris [/INST] 01."
21,0,0,"[INST] <<SYS>>

<</SYS>>

  J'habite à New-York. Et toi ? [/INST] 01."
22,5,0,"[INST] <<SYS>>

<</SYS>>

  Séverine est arrivée après une annonce que ma fille a faite. [/INST] 500"
23,1,0,"[INST] <<SYS>>

<</SYS>>

  Max ira à l'université l'année prochaine. [/INST] 10/"
24,2,0,"[INST] <<SYS>>

<</SYS>>

  Merci pour cette histoire et bonne année ! [/INST] 2. Mer"
25,0,0,"[INST] <<SYS>>

<</SYS>>

  Est-ce qu'il y a du pain? [/INST] 05:"
26,2,0,"[INST] <<SYS>>

<</SYS>>

  Pour le dessert il y a de la mousse au chocolat. [/INST] 200"
27,0,0,"[INST] <<SYS>>

<</SYS>>

  Venez ici. [/INST] 01."
28,0,0,"[INST] <<SYS>>

<</SYS>>

  Il parle italien et anglais [/INST] 0"
29,0,0,"[INST] <<SYS>>

<</SYS>>

  Il pleut et j'attends l'autobus [/INST] 05:"
30,0,0,"[INST] <<SYS>>

<</SYS>>

  Je suis une fille, je suis française et j'ai treize ans [/INST] 0: Bon"
31,1,0,"[INST] <<SYS>>

<</SYS>>

  C'est loin de Paris ça ! [/INST] 1. C"
32,1,0,"[INST] <<SYS>>

<</SYS>>

  Moi, je suis musicien, je suis violoniste. [/INST] 1. Je"
33,0,0,"[INST] <<SYS>>

<</SYS>>

  Viens ici! [/INST] 05:"
34,2,0,"[INST] <<SYS>>

<</SYS>>

  Est-ce qu'il y a des devoirs? [/INST] 2. Est"
35,1,0,"[INST] <<SYS>>

<</SYS>>

  Mais il y a un problème . [/INST] 1. Qu"
36,0,0,"[INST] <<SYS>>

<</SYS>>

  Faites des groupes de trois personnes. [/INST] 0:0"
37,1,0,"[INST] <<SYS>>

<</SYS>>

  J'ai deux voisins. [/INST] 1. J"
38,1,0,"[INST] <<SYS>>

<</SYS>>

  Il vit à Paris avec ses parents et sa petite soeur Julie, âgée de 8 ans. [/INST] 1. Qu"
39,5,0,"[INST] <<SYS>>

<</SYS>>

  Et bien sûr, c'est également la saison parfaite pour savourer une boisson chaude emmitouflée dans une couverture devant un bon feu de cheminée [/INST] 5. Qu"
40,0,0,"[INST] <<SYS>>

<</SYS>>

  Pour aller à la mairie, s'il vous plaît ? [/INST] 05:"
41,0,0,"[INST] <<SYS>>

<</SYS>>

  Mon mari et moi avons deux enfants, une fille de sept ans et un garçon de trois ans. [/INST] 0"
42,1,0,"[INST] <<SYS>>

<</SYS>>

  Il est bizarre ce chien. [/INST] 10:"
43,1,0,"[INST] <<SYS>>

<</SYS>>

  Parlez-moi de votre famille. [/INST] 10:"
44,5,0,"[INST] <<SYS>>

<</SYS>>

  Cette année Virginie est partie une semaine dans un hôtel à Arcachon avec son mari [/INST] 5/0"
45,2,0,"[INST] <<SYS>>

<</SYS>>

  Je vous rappelle vos rendez-vous de demain, mardi. [/INST] 20:"
46,0,0,"[INST] <<SYS>>

<</SYS>>

  Ils étaient là [/INST] 0:0"
47,0,0,"[INST] <<SYS>>

<</SYS>>

  Je vais prendre ma douche dans ma salle-de-bain. [/INST] 05:"
48,3,0,"[INST] <<SYS>>

<</SYS>>

  Qui propose un travail de serveur ? [/INST] 3. Je"
49,0,0,"[INST] <<SYS>>

<</SYS>>

  Merci monsieur, au revoir. [/INST] 0:0"
50,0,0,"[INST] <<SYS>>

<</SYS>>

  Bonjour, c'est mon dernier jour dans cette école. [/INST] 05:"
51,1,0,"[INST] <<SYS>>

<</SYS>>

  C'est très difficile. [/INST] 1. Je"
52,0,0,"[INST] <<SYS>>

<</SYS>>

  J'ai quatre pattes [/INST] 05:"
53,0,0,"[INST] <<SYS>>

<</SYS>>

  Elle s'appelle Folio et elle a un an. [/INST] 05:"
54,2,0,"[INST] <<SYS>>

<</SYS>>

  Mon ordinateur ne fonctionne plus, je dois le changer. [/INST] 2. Je"
55,0,0,"[INST] <<SYS>>

<</SYS>>

  Je suis dans le bus, j'arrive dans 5 minutes. [/INST] 0:0"
56,1,0,"[INST] <<SYS>>

<</SYS>>

  Le bébé pleure depuis des heures, il a faim. [/INST] 1. Le"
57,2,0,"[INST] <<SYS>>

<</SYS>>

  C'est un spectacle magique [/INST] 2. Qu"
58,2,0,"[INST] <<SYS>>

<</SYS>>

  Il y a beaucoup de désordre dans l'appartement. [/INST] 2. Je"
59,2,0,"[INST] <<SYS>>

<</SYS>>

  C'est parce qu'il n'aimait pas les plats de la cantine. [/INST] 2. Qu"
60,1,0,"[INST] <<SYS>>

<</SYS>>

  Tous les mardis, il va à l'entraînement de football. [/INST] 1. T"
61,1,0,"[INST] <<SYS>>

<</SYS>>

  Nous les mangeons ensemble le samedi soir. [/INST] 1. Je"
62,2,0,"[INST] <<SYS>>

<</SYS>>

  Quelle est ta chanson préférée dans le spectacle ? [/INST] 2. Qu"
63,0,0,"[INST] <<SYS>>

<</SYS>>

  Ici, il fait toujours chaud. [/INST] 0"
64,0,0,"[INST] <<SYS>>

<</SYS>>

  Elle est rapide. [/INST] 00:"
65,2,0,"[INST] <<SYS>>

<</SYS>>

  Et là en revanche, ça pourrait me servir. [/INST] 2. Le"
66,0,0,"[INST] <<SYS>>

<</SYS>>

  Il ne vient pas à la fête ce soir [/INST] 05:"
67,5,0,"[INST] <<SYS>>

<</SYS>>

  Un saison parfaite pour les sorcières [/INST] 5. Un"
68,2,0,"[INST] <<SYS>>

<</SYS>>

  Mais que fait Jules ? [/INST] 2. J"
69,0,0,"[INST] <<SYS>>

<</SYS>>

  Comment allez-vous ? [/INST] 05:"
70,1,0,"[INST] <<SYS>>

<</SYS>>

  Puis-je utiliser les toilettes? [/INST] 10:"
71,0,0,"[INST] <<SYS>>

<</SYS>>

  Je ne trouve pas mes clés. [/INST] 05:"
72,1,0,"[INST] <<SYS>>

<</SYS>>

  Le jour de l'An correspond au 1 janvier. [/INST] 1. Le"
73,1,0,"[INST] <<SYS>>

<</SYS>>

  Qu'est ce que vous faites dans le parc? [/INST] 1. Je"
74,0,0,"[INST] <<SYS>>

<</SYS>>

  C'est ici, Monsieur. [/INST] 01."
75,1,0,"[INST] <<SYS>>

<</SYS>>

  Je suis désolé, j'ai oublié mes devoirs à la maison. [/INST] 1. Qu"
76,1,0,"[INST] <<SYS>>

<</SYS>>

  Merci beaucoup pour cette histoire. [/INST] 1. Je"
77,1,0,"[INST] <<SYS>>

<</SYS>>

  Vous avez 10 minutes pour faire le test. [/INST] 1. Qu"
78,5,0,"[INST] <<SYS>>

<</SYS>>

  Tous les ans, Jean passe ses vacances dans un grand hôtel du Sud de la France [/INST] 5/0"
79,0,0,"[INST] <<SYS>>

<</SYS>>

  Tu parles bien anglais. [/INST] 01."
80,2,0,"[INST] <<SYS>>

<</SYS>>

  Je souhaiterais vous rencontrer à ce sujet. [/INST] 2. Je"
81,0,0,"[INST] <<SYS>>

<</SYS>>

  Comment vas-tu ? [/INST] 05:"
82,0,0,"[INST] <<SYS>>

<</SYS>>

  Elle est petite. [/INST] 01."
83,0,0,"[INST] <<SYS>>

<</SYS>>

  Je reste avec toi. [/INST] 01:"
84,0,0,"[INST] <<SYS>>

<</SYS>>

  Tu me manques beaucoup [/INST] 01:"
85,2,0,"[INST] <<SYS>>

<</SYS>>

  Domi était très contente de découvrir ce monde magnifique. [/INST] 2. Qu"
86,5,0,"[INST] <<SYS>>

<</SYS>>

  Elles m'ont promis de me faire découvrir tout Londres : nous visiterons les musées, les monuments et les parcs [/INST] 5. Je"
87,1,0,"[INST] <<SYS>>

<</SYS>>

  Il joue de la guitare dans un bar. [/INST] 1. Il"
88,1,0,"[INST] <<SYS>>

<</SYS>>

  Je vois trois pommes de terre, mais elles ne sont pas bonnes. [/INST] 1. Je"
89,1,0,"[INST] <<SYS>>

<</SYS>>

  Mais aujourd'hui, il a un peu peur. [/INST] 1. Qu"
90,1,0,"[INST] <<SYS>>

<</SYS>>

  Pendant les trois années d'études, je vivais déjà chez elle. [/INST] 1/2"
91,1,0,"[INST] <<SYS>>

<</SYS>>

  Elle partage un appartement avec deux garçons. [/INST] 1. Elle"
92,2,0,"[INST] <<SYS>>

<</SYS>>

  Mais où est Alice ? [/INST] 22:"
93,0,0,"[INST] <<SYS>>

<</SYS>>

  Mon ami ne répond pas au téléphone. [/INST] 011"
94,5,0,"[INST] <<SYS>>

<</SYS>>

  Delphine, je t'attends au coin de la rue, devant la pharmacie [/INST] 5. Je"
95,1,0,"[INST] <<SYS>>

<</SYS>>

  C'est le plat préféré de Manon. [/INST] 1. C"
96,1,0,"[INST] <<SYS>>

<</SYS>>

  J'ai eu un week-end un peu spécial. [/INST] 1 point."
97,0,0,"[INST] <<SYS>>

<</SYS>>

  Aujourd'hui, on est samedi, nous rendons visite à notre grand-mère [/INST] 0:0"
98,1,0,"[INST] <<SYS>>

<</SYS>>

  Il a mal à la tête à cause de la musique. [/INST] 10."
99,0,0,"[INST] <<SYS>>

<</SYS>>

  Pour six personnes. [/INST] 01:"
100,2,0,"[INST] <<SYS>>

<</SYS>>

  Qu'est-ce que je vous sers, mesdemoiselles ? [/INST] 2. Qu"
101,2,0,"[INST] <<SYS>>

<</SYS>>

  Le train de ma soeur arrive à 20h05 [/INST] 20h"
102,2,0,"[INST] <<SYS>>

<</SYS>>

  Est-ce que ton mari est aussi de Boston? [/INST] 2. O"
103,0,0,"[INST] <<SYS>>

<</SYS>>

  Rien d'autre. [/INST] 05:"
104,2,0,"[INST] <<SYS>>

<</SYS>>

  Qu'est-ce que tu vas faire l'année prochaine [/INST] 2. Je"
105,0,0,"[INST] <<SYS>>

<</SYS>>

  Si tu veux, tu peux arriver tôt. [/INST] 05:"
106,1,0,"[INST] <<SYS>>

<</SYS>>

  J'ai des cours de méchanique et d'informatique. [/INST] 1. Qu"
107,1,0,"[INST] <<SYS>>

<</SYS>>

  Travaillez par groupe de deux personnes. [/INST] 1. Ch"
108,1,0,"[INST] <<SYS>>

<</SYS>>

  Il est important de boire du café. [/INST] 1. Le"
109,0,0,"[INST] <<SYS>>

<</SYS>>

  Je conduis la voiture. [/INST] 05:"
110,1,0,"[INST] <<SYS>>

<</SYS>>

  Mon mari est professeur d'anglais dans une école qui se trouve à 20 kilomètres de la maison. [/INST] 1. Mon"
111,2,0,"[INST] <<SYS>>

<</SYS>>

  La police cherche le voleur de mon vélo. [/INST] 2. Je"
112,2,0,"[INST] <<SYS>>

<</SYS>>

  C'est quoi le plat du jour s'il vous plaît ? [/INST] 2.0"
113,2,0,"[INST] <<SYS>>

<</SYS>>

  Qu'est-ce que ça veut dire ? [/INST] 2. Je"
114,1,0,"[INST] <<SYS>>

<</SYS>>

  Nous commençons un nouveau cours [/INST] 1/ Bon"
115,0,0,"[INST] <<SYS>>

<</SYS>>

  Juste un peu. [/INST] 0:0"
116,2,0,"[INST] <<SYS>>

<</SYS>>

  Après avoir bu une tasse de thé dans un café, je rentre chez moi en bus [/INST] 2. Qu"
117,0,0,"[INST] <<SYS>>

<</SYS>>

  Je vais prendre une tarte aux fraises. [/INST] 0"
118,0,0,"[INST] <<SYS>>

<</SYS>>

  Elle est au chômage en ce moment [/INST] 0"
119,2,0,"[INST] <<SYS>>

<</SYS>>

  Comment allez-vous aujourd'hui ? [/INST] 2"
120,0,0,"[INST] <<SYS>>

<</SYS>>

  Je m'appelle Bob, je suis médecin et j'ai 35 ans. [/INST] 05:"
121,0,0,"[INST] <<SYS>>

<</SYS>>

  J'ai déjà mangé. [/INST] 05:"
122,0,0,"[INST] <<SYS>>

<</SYS>>

  Elle est grande ! [/INST] 01."
123,1,0,"[INST] <<SYS>>

<</SYS>>

  J'aime beaucoup ceux avec la tour Eiffel. [/INST] 1. J"
124,0,0,"[INST] <<SYS>>

<</SYS>>

  Juste un petit peu. [/INST] 05:"
125,2,0,"[INST] <<SYS>>

<</SYS>>

  Elle a décidé de s'y installer. [/INST] 2. Elle"
126,0,0,"[INST] <<SYS>>

<</SYS>>

  Si vous êtes intéressé, appelez-moi. [/INST] 01."
127,0,0,"[INST] <<SYS>>

<</SYS>>

  C'est fini. [/INST] 0"
128,0,0,"[INST] <<SYS>>

<</SYS>>

  J'espères que tu vas bien [/INST] 05:"
129,1,0,"[INST] <<SYS>>

<</SYS>>

  Il y a cinq chambres, une grande cuisine, un salon et deux salles de bains [/INST] 1. Qu"
130,1,0,"[INST] <<SYS>>

<</SYS>>

  Je vis chez Gérarda avec ma fille depuis deux ans. [/INST] 1/ Je"
131,1,0,"[INST] <<SYS>>

<</SYS>>

  Son mari, lui, n'aime pas beaucoup la mer [/INST] 1 point"
132,0,0,"[INST] <<SYS>>

<</SYS>>

  C'est là, au bout de la rue. [/INST] 05:"
133,5,0,"[INST] <<SYS>>

<</SYS>>

  Je profite aussi du petit-déjeuner pour lire les infos en ligne [/INST] 5/7"
134,1,0,"[INST] <<SYS>>

<</SYS>>

  Excusez-moi, je me suis perdu. Pouvez-vous m'aider ? [/INST] 1. Je"
135,0,0,"[INST] <<SYS>>

<</SYS>>

  Merci Marco, c'est très gentil ! [/INST] 0:0"
136,5,0,"[INST] <<SYS>>

<</SYS>>

  Pourquoi l'oisillon se retrouve-t-il seul dans la forêt ? [/INST] 500"
137,5,0,"[INST] <<SYS>>

<</SYS>>

  Ce n'est pas étonnant, car c'est une saison mystérieuse [/INST] 5. Il"
138,2,0,"[INST] <<SYS>>

<</SYS>>

  J'écoute des dialogues tous les jours. [/INST] 2. Qu"
139,5,0,"[INST] <<SYS>>

<</SYS>>

  J'étais assez calme, j'avais beaucoup de copains et je passais des heures avec eux tous les jours [/INST] 5. Qu"
140,2,0,"[INST] <<SYS>>

<</SYS>>

  Ils seront tous à la maison ce soir. [/INST] 2. Je"
141,2,0,"[INST] <<SYS>>

<</SYS>>

  Vous allez bientôt avoir une grande surprise ! [/INST] 2. Qu"
142,1,0,"[INST] <<SYS>>

<</SYS>>

  Vous êtes une des copines de Zoé. [/INST] 10/"
143,0,0,"[INST] <<SYS>>

<</SYS>>

  Je parle beaucoup. [/INST] 0"
144,0,0,"[INST] <<SYS>>

<</SYS>>

  Je ne sais pas. [/INST] 05:"
145,2,0,"[INST] <<SYS>>

<</SYS>>

  Le soir, je regarde la télé jusqu'à 11 heures. [/INST] 2. Je"
146,0,0,"[INST] <<SYS>>

<</SYS>>

  Oui, ça sera tout ? [/INST] 05:"
147,0,0,"[INST] <<SYS>>

<</SYS>>

  Excusez-moi, je me suis perdu. [/INST] 05:"
148,1,0,"[INST] <<SYS>>

<</SYS>>

  Je lis un livre très intéressant ! [/INST] 1. Je"
149,2,0,"[INST] <<SYS>>

<</SYS>>

  Vous aimez votre travail ? [/INST] 2. Je"
150,2,0,"[INST] <<SYS>>

<</SYS>>

  Tu descends l'escalier et tu tournes à gauche. [/INST] 2. Je"
151,0,0,"[INST] <<SYS>>

<</SYS>>

  C'est pas mal. [/INST] 0"
152,1,0,"[INST] <<SYS>>

<</SYS>>

  Cet après-midi, avec mes amis nous allons au cinéma. [/INST] 1. C"
153,1,0,"[INST] <<SYS>>

<</SYS>>

  Envoie-moi un mot pour confirmer votre présence. [/INST] 1. Je"
154,5,0,"[INST] <<SYS>>

<</SYS>>

  La longueur est une distance mais une sensation aussi. [/INST] 5. La"
155,0,0,"[INST] <<SYS>>

<</SYS>>

  Je prends le train dimanche matin. [/INST] 05:"
156,0,0,"[INST] <<SYS>>

<</SYS>>

  Bonne chance ! [/INST] 01."
157,1,0,"[INST] <<SYS>>

<</SYS>>

  je me réveille tous les jpurs à 6 heures et quart. [/INST] 1. Je"
158,2,0,"[INST] <<SYS>>

<</SYS>>

  La vie en France est très différente de celle au Canada. [/INST] 2. Qu"
159,1,0,"[INST] <<SYS>>

<</SYS>>

  Londres est différent de Paris. [/INST] 1. La"
160,5,1,"[INST] <<SYS>>

<</SYS>>

  C'est auprès de son grand-père que Grégoire trouvera le courage de lutter pour devenir quelqu'un et grandir tout simplement. [/INST] 5/5"
161,2,1,"[INST] <<SYS>>

<</SYS>>

  Appuyez sur le bouton ""Marche"", en bas à droite de la machine. [/INST] 2. Qu"
162,2,1,"[INST] <<SYS>>

<</SYS>>

  Pas de diplôme, pas de boulot. [/INST] 2. Qu"
163,2,1,"[INST] <<SYS>>

<</SYS>>

  Personne n'a échoué: ils ont tous réussi. [/INST] 2. Je"
164,2,1,"[INST] <<SYS>>

<</SYS>>

  Je sais qu'elle est souvent seule à la maison, et que le soir il rentre très tard. [/INST] 2. Je"
165,2,1,"[INST] <<SYS>>

<</SYS>>

  Dites-moi où me cacher. [/INST] 2. Je"
166,5,1,"[INST] <<SYS>>

<</SYS>>

  Dites-lui qu'un pauvre berger lui souhaite le bonjour, et qu'il le prie de le secourir ."" [/INST] 5. Le"
167,2,1,"[INST] <<SYS>>

<</SYS>>

  Elle a dansé toute la nuit. [/INST] 2. Je"
168,1,1,"[INST] <<SYS>>

<</SYS>>

  Nous avons l'habitude d'acheter quinze pommes, ce sont elles qui les comptent et les mettent dans notre panier. [/INST] 15 pom"
169,2,1,"[INST] <<SYS>>

<</SYS>>

  Serveur : y a-t-il un problème avec votre table ? [/INST] 2. Le"
170,2,1,"[INST] <<SYS>>

<</SYS>>

  Mais je pense qu'il m'aide beaucoup. [/INST] 2. Qu"
171,2,1,"[INST] <<SYS>>

<</SYS>>

  Ils disaient que c'était grâce à eux que la forêt était si belle. [/INST] 2. Les"
172,2,1,"[INST] <<SYS>>

<</SYS>>

  Le ciel était noir. [/INST] 2. Qu"
173,2,1,"[INST] <<SYS>>

<</SYS>>

  Je ne trouve pas les livres que j'ai pris à la bibliothèque. [/INST] 2. Je"
174,2,1,"[INST] <<SYS>>

<</SYS>>

  Julie : pas avec la table, mais avec ceux de la table d'à côté ; ils parlent très fort. [/INST] 2. Le"
175,3,1,"[INST] <<SYS>>

<</SYS>>

  Les invités voulaient boire du champagne, mais il n'y en avait plus. [/INST] 3/ Les"
176,2,1,"[INST] <<SYS>>

<</SYS>>

  Voudrais-tu te joindre à nous ? [/INST] 2. Je"
177,2,1,"[INST] <<SYS>>

<</SYS>>

  Je vous soigne si vous avez mal aux dents. [/INST] 2. Je"
178,0,1,"[INST] <<SYS>>

<</SYS>>

  Le petit chat a plu à mes parents [/INST] 0"
179,5,1,"[INST] <<SYS>>

<</SYS>>

  C'est en tout cas ce que pensait Capek dans son livre fondateur. [/INST] 5. Les"
180,5,1,"[INST] <<SYS>>

<</SYS>>

  Le 8 mai est la fête de la Victoire [/INST] 5"
181,3,1,"[INST] <<SYS>>

<</SYS>>

  Marie m'a téléphoné et elle m'a rejoint. [/INST] 3. Je"
182,2,1,"[INST] <<SYS>>

<</SYS>>

  Quand on est petit, on apprend à marcher dès huit mois. [/INST] 2. Qu"
183,5,1,"[INST] <<SYS>>

<</SYS>>

  Je te dis à très bientôt pour une rentrée des classes en pleine forme Le matin, Théo se lève à six heures [/INST] 50."
184,1,1,"[INST] <<SYS>>

<</SYS>>

  Aujourd'hui, je suis très occupé [/INST] 1. Je"
185,2,1,"[INST] <<SYS>>

<</SYS>>

  J'ai une arme, et toi non. [/INST] 2. Je"
186,5,1,"[INST] <<SYS>>

<</SYS>>

  Il demande de l'aide à une alouette. [/INST] 5. Le"
187,5,1,"[INST] <<SYS>>

<</SYS>>

  Ça change que tout le monde au XIXe siècle était obligé de comprendre le français pour aller à la mairie, au service militaire ou encore pour lire la presse. [/INST] 5/ Le"
188,2,1,"[INST] <<SYS>>

<</SYS>>

  Le 8 juillet, j'ai supprimé l'eau et le lait. [/INST] 2. Qu"
189,2,1,"[INST] <<SYS>>

<</SYS>>

  Le petit chat plaît à mes parents. [/INST] 2. Je"
190,2,1,"[INST] <<SYS>>

<</SYS>>

  D'habitude, il n'avait jamais peur. [/INST] 2. Qu"
191,1,1,"[INST] <<SYS>>

<</SYS>>

  Il ne faut pas toujours aller les demander à la société. [/INST] 1:0"
192,2,1,"[INST] <<SYS>>

<</SYS>>

  Le serveur : Oui, ça commence dans quelques minutes ! [/INST] 21:"
193,2,1,"[INST] <<SYS>>

<</SYS>>

  Il a fait un temps magnifique, je suis allé me promener près du parc, il y avait un petit café ouvert. [/INST] 2. Je"
194,2,1,"[INST] <<SYS>>

<</SYS>>

  Je suis tout à fait d'accord avec la jeune fille. [/INST] 2. Je"
195,2,1,"[INST] <<SYS>>

<</SYS>>

  Même si je sais que c'est le repas le plus important de la journée. [/INST] 2. Je"
196,5,1,"[INST] <<SYS>>

<</SYS>>

  Ce dragon était le vieux serpent, le roi. [/INST] 5. Le"
197,2,1,"[INST] <<SYS>>

<</SYS>>

  Il a plu et j'ai attendu l'autobus. [/INST] 2. Je"
198,2,1,"[INST] <<SYS>>

<</SYS>>

  Réponds-moi vite et fais ta réservation pour venir. [/INST] 2. Je"
199,0,1,"[INST] <<SYS>>

<</SYS>>

  Ça va durer encore longtemps ? [/INST] 05:"
200,1,1,"[INST] <<SYS>>

<</SYS>>

  je suis déjà en train de sortir du lit. [/INST] 1. Je"
201,1,1,"[INST] <<SYS>>

<</SYS>>

  Cela remonte à il y a bien longtemps. C'était l'hiver, la veille du jour de Noël. [/INST] 1. "
202,2,1,"[INST] <<SYS>>

<</SYS>>

  Pouvez-vous nous donner un peu plus de détails ? [/INST] 2.1"
203,3,1,"[INST] <<SYS>>

<</SYS>>

  J'ai ouvert la porte et le chien a couru comme une flèche à l'extérieur. [/INST] 3. J"
204,0,1,"[INST] <<SYS>>

<</SYS>>

  Non, juste quelques minutes. [/INST] 0:0"
205,2,1,"[INST] <<SYS>>

<</SYS>>

  l'école doit nous préparer à affronter ce monde. [/INST] 2. Les"
206,5,1,"[INST] <<SYS>>

<</SYS>>

  Chaque soir, je lis un peu et je dors sur le divan. [/INST] 5"
207,2,1,"[INST] <<SYS>>

<</SYS>>

  Bien, l'enquête est terminée, madame. [/INST] 2. Qu"
208,1,1,"[INST] <<SYS>>

<</SYS>>

  C'est une fête très joyeuse où tout le monde met des vêtements pleins de couleurs. [/INST] 1. Qu"
209,2,1,"[INST] <<SYS>>

<</SYS>>

  Je te dis à très bientôt pour une rentrée des classes en pleine forme ! [/INST] 2

"
210,1,1,"[INST] <<SYS>>

<</SYS>>

  Je fais du sport tous les jours. [/INST] 1 point."
211,2,1,"[INST] <<SYS>>

<</SYS>>

  On a passé le reste de la journée à faire les boutiques. [/INST] 2-0"
212,2,1,"[INST] <<SYS>>

<</SYS>>

  A la fin de son apprentissage, Julien est parti en France. [/INST] 2. Qu"
213,2,1,"[INST] <<SYS>>

<</SYS>>

  Je crains que la table ne soit pas encore disponible. [/INST] 25."
214,1,1,"[INST] <<SYS>>

<</SYS>>

  Non, ne lisez pas ce texte pour l'instant ! [/INST] 1. Je"
215,5,1,"[INST] <<SYS>>

<</SYS>>

  Il reste au lit un quart d'heure dans le noir avant de se lever, pour faire durer la nuit. [/INST] 5. Il"
216,3,1,"[INST] <<SYS>>

<</SYS>>

  Qui est déjà monté à cheval ? [/INST] 3"
217,1,1,"[INST] <<SYS>>

<</SYS>>

  En fait, ma mère préfère faire le ménage toute seule parce que moi, je casse tout. [/INST] 1. Je"
218,1,1,"[INST] <<SYS>>

<</SYS>>

  Pour ne pas être malade, lave-toi souvent les mains et ne bois pas dans le verre d'un autre enfant. [/INST] 1. Ne"
219,1,1,"[INST] <<SYS>>

<</SYS>>

  T'as pas honte. [/INST] 10."
220,2,1,"[INST] <<SYS>>

<</SYS>>

  Vous avez bien étudié et vous avez réussi facilement. [/INST] 2. Je"
221,2,1,"[INST] <<SYS>>

<</SYS>>

  C'est un gentil bouledogue qui aime les câlins. [/INST] 2. Qu"
222,2,1,"[INST] <<SYS>>

<</SYS>>

  À votre arrivée, le 7 juin prochain, nous allons vous accueillir à l'aéroport pour vous conduire à votre hôtel. [/INST] 2. Je"
223,1,1,"[INST] <<SYS>>

<</SYS>>

  Un petit garçon : Ben trois dans un nid et dans l'autre, y'en a deux [/INST] 1. Un"
224,2,1,"[INST] <<SYS>>

<</SYS>>

  Alors, je les ai remises et j'ai vu son sourire. [/INST] 2. Qu"
225,5,1,"[INST] <<SYS>>

<</SYS>>

  Si tu portes un nom arabe, tu as plus de mal à trouver du travail que si tu t'appelles François ou Sylvie. [/INST] 5. Les"
226,2,1,"[INST] <<SYS>>

<</SYS>>

  Je crois que c'est surtout pour me faire plaisir. [/INST] 2. Qu"
227,5,1,"[INST] <<SYS>>

<</SYS>>

  Tous les matins, il suit la même routine : il commence par se laver le visage avant de prendre une douche. [/INST] 5"
228,2,1,"[INST] <<SYS>>

<</SYS>>

  Et les enfants adorent cette fête parce qu'on ne mange rien d'autre que des crêpes. [/INST] 2. Qu"
229,2,1,"[INST] <<SYS>>

<</SYS>>

  Vous prônez une ouverture de l'école sur le monde d'aujourd'hui, je suis tout à fait d'accord avec vous. [/INST] 2:0"
230,5,1,"[INST] <<SYS>>

<</SYS>>

  Un roman émouvant, où il est question d'apprendre à vivre, de trouver sa place parmi les autres. [/INST] 5/5"
231,1,1,"[INST] <<SYS>>

<</SYS>>

  C'est la commémoration, c'est-à-dire la fête anniversaire, de la fin de la Seconde Guerre mondiale. [/INST] 1. Qu"
232,5,1,"[INST] <<SYS>>

<</SYS>>

  Mais le rocher était fermé. [/INST] 5. Le"
233,2,1,"[INST] <<SYS>>

<</SYS>>

  L'école ne peut pas tout faire. [/INST] 2. Je"
234,1,1,"[INST] <<SYS>>

<</SYS>>

  C'est génial, j'ai tout vu avant vous ! [/INST] 1:0"
